"","X1km_square","overall_pa_2015","overall_pa_2018","overall_pa_2020","bait","bog","broadleaf","built","conifer","grassland","dwarf","river","rough","lat","long","people_km2","Day.1_2015","Day.1_2018","Day.1_2020","Day.2_2015","Day.2_2018","Day.2_2020","Day.3_2015","Day.3_2018","Day.3_2020","Day.4_2015","Day.4_2018","Day.4_2020","Day.5_2015","Day.5_2018","Day.5_2020","Day.6_2015","Day.6_2018","Day.6_2020","Day.7_2015","Day.7_2018","Day.7_2020","Day.8_2015","Day.8_2018","Day.8_2020","Day.9_2015","Day.9_2018","Day.9_2020","Day.10_2015","Day.10_2018","Day.10_2020","Day.11_2015","Day.11_2018","Day.11_2020","Day.12_2015","Day.12_2018","Day.12_2020","Day.13_2015","Day.13_2018","Day.13_2020","Day.14_2015","Day.14_2018","Day.14_2020"
"220","H4193",0,2,0,"sunflower and peanuts",0,0.0042,0,0.236782,0.140781,0.114873,4857.618894,0.503364,54.78322195,-7.363515384,205.990032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"221","H4826",0,NA,0,"sunflower and peanuts",0.010926,0.235832,0.014287,0.050219,0.501845,0,493.451213,0.160368,54.18077259,-7.265597665,23.3515,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"222","H7982",0,NA,0,"sunflower and peanuts",0,0.211642,0,0.199037,0.53931,0,3826.105732,0.05001,54.67989605,-6.776004409,42.565901,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"223","H8081",0,NA,0,"sunflower and peanuts",0,0.085471,0,0.102009,0.764206,0.007389,3564.114301,0.021448,54.67075755,-6.760778948,15.2986,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"224","J0118",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","H2171",0,NA,0,"sunflower and peanuts",0.020294,0.054393,0,0.054828,0.041506,0.405897,4696.364728,0.423083,54.58683295,-7.675933166,13.0399,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","H9152",0,NA,0,"sunflower and peanuts",0,0.246018,0.046245,0.04119,0.446793,0.019948,2248.080967,0.192902,54.40845946,-6.599288175,822.039981,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"227","J1042",0,0,0,"sunflower and peanuts",0,0.064147,0.204609,0,0.549947,0.013831,965.214341,0.145504,54.31491615,-6.310495863,38.55855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"228","C5812",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","J4298",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","H0758",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","J3167",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","J3168",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","D0536",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","J2966",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","H1081",1,NA,1,"sunflower and peanuts",0.510022,0.015383,0,0.151915,0.01708,0.107362,3689.57601,0.198238,54.67699964,-7.845732816,41.886433,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1
"236","J3268",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","D0134",0,NA,0,"sunflower and peanuts",0,0.025675,0.012083,0.014302,0.86766,0.08028,2226.134674,0,55.14289198,-6.416835903,4484.840955,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"238","J5571",0,NA,0,"sunflower and peanuts",0,0.000194,0.025161,0.058928,0.773675,0.015555,707.038238,0.126487,54.56354591,-5.604446601,44.381749,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"239","J5471",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","C8530",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","J5668",0,NA,1,"sunflower and peanuts",0,0.039188,0.027456,0.104387,0.6867,0.035017,669.613182,0.10356,54.53631328,-5.590590169,15.4466,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"242","H1772",0,NA,1,"sunflower and peanuts",0,0.110602,0,0.38765,0.140331,0,1859.495767,0.361417,54.59596599,-7.737744078,656.189757,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0
"243","D0539",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"244","D0538",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","D0237",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","D0138",0,0,0,"sunflower and peanuts",0.159328,0.003583,0,0.185827,0.636305,0.013972,0,0.000985,55.17880732,-6.415411911,16.74275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0
"247","H7399",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","H9394",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"249","H9154",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"250","H1563",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","C5218",0,0,0,"sunflower and peanuts",0,0.173271,0.027983,0.031339,0.767407,0,5081.390078,0,55.00674844,-7.188060525,13.37446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0
"252","J0018",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","H5141",0,0,0,"sunflower and peanuts",0.028844,0.075859,0,0.741012,0.035227,0.021062,4271.566085,0.097995,54.31522549,-7.217106932,17.77974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"254","H1979",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","D1842",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","J4135",0,NA,0,"sunflower and peanuts",0,0.047909,0.020037,0.010285,0.00822,0.254312,0,0.18818,54.24446653,-5.837782437,90.951234,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"257","J4035",0,NA,0,"sunflower and peanuts",0,0.038027,0.088709,0,0.095941,0.085575,0,0.028938,54.24474066,-5.85311064,118.184998,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"258","J1220",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","H2456",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","H2356",0,0,0,"sunflower and peanuts",0.007296,0.278897,0.006899,0.209292,0.473511,0.008086,3346.183263,0.016019,54.4520003,-7.646167006,49.155701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"261","C5211",0,0,0,"sunflower and peanuts",0.058867,0.255661,0.005453,0.040176,0.617831,0.022012,3932.898853,0,54.94387694,-7.18932863,94.808098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"262","J3269",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","J5952",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","J5951",0,NA,0,"sunflower and peanuts",0,0.068294,0.201617,0.120073,0.573277,0.005563,1868.575574,0.031177,54.38280502,-5.553411157,6777.00166,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"265","H4676",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","H4196",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"267","J0461",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","H7362",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","H8960",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","H7073",0,NA,1,"sunflower and peanuts",0,0.030624,0,0.115891,0.81961,0.001575,4017.740244,0.02578,54.60039239,-6.917652888,28.46495,0,NA,0,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0
"271","H2044",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","J4846",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","H3346",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","H3246",1,0,0,"sunflower and peanuts",0,0.030369,0.030979,0.009855,0.869782,0.038006,4525.622444,0.02101,54.36168338,-7.508499456,7.24089,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0
"275","J0887",0,NA,0,"sunflower and peanuts",0,0.316858,0,0.397084,0.23309,0.022708,244.342982,0,54.71941659,-6.324749619,41.023951,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"276","H3641",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","H3425",1,NA,1,"sunflower and peanuts",0,0.669548,0,0.047416,0.074895,0.070521,0,0.030732,54.17290627,-7.480116435,30.66075,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,NA,0,1,NA,0,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,1
"278","H2351",0,NA,1,"sunflower and peanuts",0,0.205345,0.030251,0.086022,0.646404,0.0127,5042.276736,0.019279,54.40708436,-7.64655419,69.309298,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0
"279","H2452",1,1,1,"sunflower and peanuts",0,0.174422,0.019084,0.056366,0.712055,0.020961,3239.146816,0.017114,54.41602147,-7.631074156,30.410301,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,NA,0,1,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"280","C6720",0,0,0,"sunflower and peanuts",0,0.135612,0.025124,0.038639,0.582895,0,5444.794706,0.217729,55.02291983,-6.953201018,168.416097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0
"281","H1466",0,0,1,"sunflower and peanuts",0,0.024045,0.489519,0.0624,0.410201,0,910.175332,0,54.54215926,-7.784441202,20.590099,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,NA,0,0,NA,0,1,NA,0,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0
"282","H4777",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","J2337",0,NA,1,"sunflower and peanuts",0,0.036501,0.003653,0.000407,0.441276,0.260585,0,0.257578,54.26706026,-6.112907418,11.3542,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,0,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0
"284","H5486",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"285","H9038",0,NA,0,"sunflower and peanuts",0,0.024095,0.021313,0.18732,0.594981,0,3262.761411,0.060057,54.282905,-6.618907376,40.002934,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"286","H4764",0,0,0,"sunflower and peanuts",0,0.203821,0.034108,0.034961,0.644467,0.033307,0,0.042867,54.52220997,-7.274924065,58.498598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0
"287","J3827",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","D2501",1,NA,0,"sunflower and peanuts",0,0,0,0.164591,0.466351,0.280229,4890.651635,0.081437,54.84117218,-6.055067424,57.763901,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,NA,0,0,NA,0,1,NA,0,0,NA,0,1,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"289","J3021",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","H3792",0,0,0,"sunflower and peanuts",0.114697,0,0,0.657737,0.106516,0.08083,2455.190908,0.040221,54.77454992,-7.425808262,46.048299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
"291","J0257",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","H2774",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","D1627",1,NA,1,"sunflower and peanuts",0.032271,0,0,0.199614,0,0.170692,5609.61335,0.597423,55.07676523,-6.18457708,52.6454,1,NA,0,1,NA,0,1,NA,0,1,NA,0,1,NA,1,1,NA,0,1,NA,1,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,0
"294","J0319",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"295","J2023",0,2,1,"sunflower and peanuts",0,0.041477,0,0.466327,0.054105,0.249939,2074.940021,0.188152,54.1420651,-6.164508973,154.380848,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NA,1,0,NA,0,0,NA,0,0,NA,1,0,NA,0,0,NA,0,0,NA,NA,0
"296","D1628",0,NA,1,"sunflower and peanuts",0.061288,0.014464,0,0.751182,0.008526,0.043996,2597.517862,0.120544,55.08574311,-6.184170225,32.171,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1
"297","D1222",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
